"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text","Input.id","Input.gold_label","Answer.label.label","Approve","Reject"
"33KGGVH256VANT3FN4LCD37ER0AX1X","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:52:26 PST 2023","10","BatchId:5171265;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:52:35 PST 2024","","","3DYGAII7PYMWH8IYCU6B8BO9CPGPQ2","A3I9XLIHPPWPN1","Approved","Wed Dec 27 15:04:58 PST 2023","Wed Dec 27 15:08:21 PST 2023","Sat Dec 30 15:08:21 PST 2023","Sat Dec 30 15:08:34 PST 2023","","","203","100% (379/379)","100% (379/379)","0% (0/0)","This sentence continued past these words first becomes hard to comprehend around the end.","14","False","True"
"33KGGVH256VANT3FN4LCD37ER0AX1X","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:52:26 PST 2023","10","BatchId:5171265;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:52:35 PST 2024","","","3907X2AHFDJFPPGDAJGACTQ6WJP2PO","A3OZ288I9CBLWF","Approved","Wed Dec 27 16:47:38 PST 2023","Wed Dec 27 16:48:12 PST 2023","Sat Dec 30 16:48:12 PST 2023","Sat Dec 30 16:48:34 PST 2023","","","34","100% (382/382)","100% (382/382)","0% (0/0)","This sentence continued past these words first becomes hard to comprehend around the end.","14","False","True"
"33KGGVH256VANT3FN4LCD37ER0AX1X","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:52:26 PST 2023","10","BatchId:5171265;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:52:35 PST 2024","","","3QAPZX2QNHRC18CTTY1KXSPYOBE20I","AHT8HA3JRWVGV","Approved","Wed Dec 27 16:52:15 PST 2023","Wed Dec 27 16:52:26 PST 2023","Sat Dec 30 16:52:26 PST 2023","Sat Dec 30 16:52:34 PST 2023","","","11","100% (379/379)","100% (379/379)","100% (61/61)","This sentence continued past these words first becomes hard to comprehend around the end.","14","False","True"
"33KGGVH256VANT3FN4LCD37ER0AX1X","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:52:26 PST 2023","10","BatchId:5171265;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:52:35 PST 2024","","","3FQ5JJ512Y2A3K8QJA9M8075DADKNB","A34M93NJC830DP","Approved","Thu Dec 28 17:33:34 PST 2023","Thu Dec 28 17:33:55 PST 2023","Sun Dec 31 17:33:55 PST 2023","Sun Dec 31 17:34:34 PST 2023","","","21","100% (392/392)","100% (392/392)","100% (328/328)","This sentence continued past these words first becomes hard to comprehend around the end.","14","False","False"
"33KGGVH256VANT3FN4LCD37ER0AX1X","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:52:26 PST 2023","10","BatchId:5171265;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:52:35 PST 2024","","","37TRT2X2435DRRDBYZ41GQ7YI5CBJA","A2V3GBDTA9KEU0","Approved","Sat Dec 30 15:21:53 PST 2023","Sat Dec 30 15:22:10 PST 2023","Tue Jan 02 15:22:10 PST 2024","Tue Jan 02 15:22:34 PST 2024","","","17","100% (396/396)","100% (396/396)","100% (385/385)","This sentence continued past these words first becomes hard to comprehend around the end.","14","False","False"
"33KGGVH256VANT3FN4LCD37ER0AX1X","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:52:26 PST 2023","10","BatchId:5171265;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:52:35 PST 2024","","","3UN61F00H93S0ZFF5UMXFVTXIWK5R7","A2HM35CWB7IIFM","Approved","Mon Jan 01 06:51:49 PST 2024","Mon Jan 01 06:51:54 PST 2024","Thu Jan 04 06:51:54 PST 2024","Thu Jan 04 06:52:34 PST 2024","","","5","100% (301/301)","100% (301/301)","100% (301/301)","This sentence continued past these words first becomes hard to comprehend around the end.","14","False","False"
"33KGGVH256VANT3FN4LCD37ER0AX1X","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:52:26 PST 2023","10","BatchId:5171265;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:52:35 PST 2024","","","39L1G8WVW351TFTUTHJPU7D002213K","A2TBXASXZIRNNW","Approved","Mon Jan 01 07:36:19 PST 2024","Mon Jan 01 07:42:21 PST 2024","Thu Jan 04 07:42:21 PST 2024","Thu Jan 04 07:42:34 PST 2024","","","362","100% (273/273)","100% (273/273)","100% (273/273)","This sentence continued past these words first becomes hard to comprehend around the end.","14","False","False"
"33KGGVH256VANT3FN4LCD37ER0AX1X","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:52:26 PST 2023","10","BatchId:5171265;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:52:35 PST 2024","","","33JKGHPFYP85T88T4MM2NDZ932SMND","AZLZA0Q87TJZO","Submitted","Wed Jan 03 11:59:37 PST 2024","Wed Jan 03 12:01:12 PST 2024","Sat Jan 06 12:01:12 PST 2024","","","","95","100% (55/55)","100% (55/55)","100% (55/55)","This sentence continued past these words first becomes hard to comprehend around the end.","14","False","False"
"3NSCTNUR3B1XFYW5DHVAWL9X2V75AK","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:52:27 PST 2023","10","BatchId:5171265;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:52:35 PST 2024","","","3B2X28YI39T13WY4EGAC7M2TVJ2B6H","A3OZ288I9CBLWF","Approved","Wed Dec 27 13:22:02 PST 2023","Wed Dec 27 13:22:46 PST 2023","Sat Dec 30 13:22:46 PST 2023","Sat Dec 30 13:23:34 PST 2023","","","44","100% (382/382)","100% (382/382)","0% (0/0)","print(""This line would be valid python code if we added another quote and another closing parentheses to the end \n \n "")","44","False","False"
"3NSCTNUR3B1XFYW5DHVAWL9X2V75AK","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:52:27 PST 2023","10","BatchId:5171265;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:52:35 PST 2024","","","3DH6GAKTYB3Z4EBQQDL7CVTPLWUYZN","A9HQ3E0F2AGVO","Approved","Wed Dec 27 14:32:18 PST 2023","Wed Dec 27 14:32:24 PST 2023","Sat Dec 30 14:32:24 PST 2023","Sat Dec 30 14:32:34 PST 2023","","","6","100% (384/384)","100% (384/384)","0% (0/0)","print(""This line would be valid python code if we added another quote and another closing parentheses to the end \n \n "")","44","False","True"
"3NSCTNUR3B1XFYW5DHVAWL9X2V75AK","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:52:27 PST 2023","10","BatchId:5171265;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:52:35 PST 2024","","","3BEFOD78WJ7J70YNMH76O4T9BTOM4O","AHT8HA3JRWVGV","Approved","Wed Dec 27 18:30:14 PST 2023","Wed Dec 27 18:52:54 PST 2023","Sat Dec 30 18:52:54 PST 2023","Sat Dec 30 18:53:34 PST 2023","","","1360","100% (379/379)","100% (379/379)","100% (61/61)","print(""This line would be valid python code if we added another quote and another closing parentheses to the end \n \n "")","44","False","True"
"3NSCTNUR3B1XFYW5DHVAWL9X2V75AK","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:52:27 PST 2023","10","BatchId:5171265;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:52:35 PST 2024","","","3ZAK8W07IHSLLKLVCIBQ3BKQ74O0UT","A35BY30TC8WCL4","Approved","Thu Dec 28 04:07:04 PST 2023","Thu Dec 28 04:07:43 PST 2023","Sun Dec 31 04:07:43 PST 2023","Sun Dec 31 04:08:34 PST 2023","","","39","100% (309/309)","100% (309/309)","100% (309/309)","print(""This line would be valid python code if we added another quote and another closing parentheses to the end \n \n "")","44","False","True"
"3NSCTNUR3B1XFYW5DHVAWL9X2V75AK","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:52:27 PST 2023","10","BatchId:5171265;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:52:35 PST 2024","","","30OG32W0S7P7HKGGNOYJA5U0TDIENM","A34M93NJC830DP","Approved","Thu Dec 28 17:51:54 PST 2023","Thu Dec 28 17:54:10 PST 2023","Sun Dec 31 17:54:10 PST 2023","Sun Dec 31 17:54:34 PST 2023","","","136","100% (392/392)","100% (392/392)","100% (328/328)","print(""This line would be valid python code if we added another quote and another closing parentheses to the end \n \n "")","44","False","True"
"3NSCTNUR3B1XFYW5DHVAWL9X2V75AK","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:52:27 PST 2023","10","BatchId:5171265;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:52:35 PST 2024","","","31N2WW6R944SJUN20GYAJ9HU1393FT","A2V3GBDTA9KEU0","Approved","Fri Dec 29 21:44:30 PST 2023","Fri Dec 29 21:44:55 PST 2023","Mon Jan 01 21:44:55 PST 2024","Mon Jan 01 21:45:34 PST 2024","","","25","100% (396/396)","100% (396/396)","100% (385/385)","print(""This line would be valid python code if we added another quote and another closing parentheses to the end \n \n "")","44","False","True"
"3NSCTNUR3B1XFYW5DHVAWL9X2V75AK","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:52:27 PST 2023","10","BatchId:5171265;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:52:35 PST 2024","","","3PH3VY7DJYBVF9GQBC3JRY89BAJWZK","A2TBXASXZIRNNW","Approved","Mon Jan 01 10:25:48 PST 2024","Mon Jan 01 10:28:10 PST 2024","Thu Jan 04 10:28:10 PST 2024","Thu Jan 04 10:28:34 PST 2024","","","142","100% (273/273)","100% (273/273)","100% (273/273)","print(""This line would be valid python code if we added another quote and another closing parentheses to the end \n \n "")","44","False","True"
"36QZ6V159LRI098EVIP9PXVJNI6USM","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:52:29 PST 2023","10","BatchId:5171265;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:52:35 PST 2024","","","3Q5C1WP23ZF47UGY707I94BKDDR151","A3I9XLIHPPWPN1","Approved","Wed Dec 27 15:22:58 PST 2023","Wed Dec 27 15:25:29 PST 2023","Sat Dec 30 15:25:29 PST 2023","Sat Dec 30 15:25:34 PST 2023","","","151","100% (379/379)","100% (379/379)","0% (0/0)","Assuming <span class='emoji-bytes' data-emoji-bytes='[240, 159, 165, 176]'></span> it is saved to a file, the <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 152]'></span> following python code prints <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 151]'></span> all of the emojis in this sentence, and also itself: print(""<span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 152]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 151]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 152]'></span>""); open(__file__).read(); print()","84","False","False"
"36QZ6V159LRI098EVIP9PXVJNI6USM","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:52:29 PST 2023","10","BatchId:5171265;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:52:35 PST 2024","","","378XPAWRUPRCD6ODA3J59E8SMTNIA0","AHT8HA3JRWVGV","Approved","Wed Dec 27 16:55:15 PST 2023","Wed Dec 27 16:55:34 PST 2023","Sat Dec 30 16:55:34 PST 2023","Sat Dec 30 16:56:34 PST 2023","","","19","100% (379/379)","100% (379/379)","100% (61/61)","Assuming <span class='emoji-bytes' data-emoji-bytes='[240, 159, 165, 176]'></span> it is saved to a file, the <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 152]'></span> following python code prints <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 151]'></span> all of the emojis in this sentence, and also itself: print(""<span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 152]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 151]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 152]'></span>""); open(__file__).read(); print()","84","False","False"
"36QZ6V159LRI098EVIP9PXVJNI6USM","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:52:29 PST 2023","10","BatchId:5171265;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:52:35 PST 2024","","","3X66WABAJ9WYXUJXB04S1UH61ABG3Q","A34M93NJC830DP","Approved","Thu Dec 28 10:19:07 PST 2023","Thu Dec 28 10:19:51 PST 2023","Sun Dec 31 10:19:51 PST 2023","Sun Dec 31 10:20:34 PST 2023","","","44","100% (392/392)","100% (392/392)","100% (328/328)","Assuming <span class='emoji-bytes' data-emoji-bytes='[240, 159, 165, 176]'></span> it is saved to a file, the <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 152]'></span> following python code prints <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 151]'></span> all of the emojis in this sentence, and also itself: print(""<span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 152]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 151]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 152]'></span>""); open(__file__).read(); print()","84","False","False"
"36QZ6V159LRI098EVIP9PXVJNI6USM","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:52:29 PST 2023","10","BatchId:5171265;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:52:35 PST 2024","","","3C5W7UE9CS4A52MX6S9BLFQ75Z3XMB","A2V3GBDTA9KEU0","Approved","Fri Dec 29 18:05:37 PST 2023","Fri Dec 29 18:08:34 PST 2023","Mon Jan 01 18:08:34 PST 2024","Mon Jan 01 18:09:34 PST 2024","","","177","100% (396/396)","100% (396/396)","100% (385/385)","Assuming <span class='emoji-bytes' data-emoji-bytes='[240, 159, 165, 176]'></span> it is saved to a file, the <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 152]'></span> following python code prints <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 151]'></span> all of the emojis in this sentence, and also itself: print(""<span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 152]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 151]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 152]'></span>""); open(__file__).read(); print()","84","False","False"
"36QZ6V159LRI098EVIP9PXVJNI6USM","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:52:29 PST 2023","10","BatchId:5171265;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:52:35 PST 2024","","","308XBLVESVIUPFWO64DAIHTPSS6RBU","A35BY30TC8WCL4","Approved","Mon Jan 01 07:07:15 PST 2024","Mon Jan 01 07:07:29 PST 2024","Thu Jan 04 07:07:29 PST 2024","Thu Jan 04 07:07:34 PST 2024","","","14","100% (309/309)","100% (309/309)","100% (309/309)","Assuming <span class='emoji-bytes' data-emoji-bytes='[240, 159, 165, 176]'></span> it is saved to a file, the <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 152]'></span> following python code prints <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 151]'></span> all of the emojis in this sentence, and also itself: print(""<span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 152]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 151]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 152]'></span>""); open(__file__).read(); print()","84","False","False"
"36QZ6V159LRI098EVIP9PXVJNI6USM","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:52:29 PST 2023","10","BatchId:5171265;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:52:35 PST 2024","","","3BWI6RSP7TNIEZOT7HHUE88AUD2E7V","A2TBXASXZIRNNW","Approved","Mon Jan 01 10:30:52 PST 2024","Mon Jan 01 10:32:59 PST 2024","Thu Jan 04 10:32:59 PST 2024","Thu Jan 04 10:33:34 PST 2024","","","127","100% (273/273)","100% (273/273)","100% (273/273)","Assuming <span class='emoji-bytes' data-emoji-bytes='[240, 159, 165, 176]'></span> it is saved to a file, the <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 152]'></span> following python code prints <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 151]'></span> all of the emojis in this sentence, and also itself: print(""<span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 152]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 151]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 152]'></span>""); open(__file__).read(); print()","84","False","False"
